WKT,gid,access,addr:housename,addr:housenumber,amenity,brand,building,ele,highway,layer,name,operator,shop,tourism,tid,territory_name
"POINT (127.742395682218 34.7372681957578)","5157063993",,,,cafe,,,,,,Angel-in-us,,,,,
"POINT (127.715782282222 34.757916695756)","5142963321",,,,cafe,,,,,,A Twosome Place,,,,,
"POINT (127.73124538222 34.7409545957575)","5268110007",,,,cafe,,,,,,카페 오브,,,,,
"POINT (127.72794048222 34.7431391957573)","5157063991",,,,cafe,,,,,,Paris Baguette,,,,,
"POINT (127.739098282219 34.7388509957577)","5903397685",,,,cafe,,,,,,,,,,,
"POINT (127.740987482218 34.7436621957573)","6770881859",,,,cafe,,,,,,Paris Baguette,,,,,
"POINT (127.741016482218 34.7438269957572)","5903297887",,,,cafe,,,,,,,,,,,
"POINT (127.742000382218 34.7446780957572)","5903318585",,,,cafe,,,,,,,,,,,
"POINT (127.742968182218 34.7456281957571)","4629707919",,,,cafe,,,,,,해미커피,,,,,
"POINT (127.743112882218 34.746388995757)","5903393285",,,,cafe,,,,,,,,,,,
"POINT (127.342414582274 34.8370980957491)","6175933758",,,,cafe,,,,,,장좌리카페,,,,,
"POINT (127.341641182274 34.8455921957483)","6175933757",,,,cafe,,,,,,월곡영화골 공방카페,,,,,
"POINT (127.347443782273 34.8443510957484)","4800318431",,,,cafe,,,,,,카페&도루강,,,,,
"POINT (127.528255182248 34.8437693957485)","5409042408",,,,cafe,,,,,,나훔,,,,,
"POINT (127.51125998225 34.8848300957449)","5901371687",,,,cafe,,,,,,,,,,,
"POINT (127.531952282247 34.8072831957517)","5413626625",,,,cafe,,,,,,리도,,,,,
"POINT (127.483984982254 34.951989295739)","368846272",,,"74",cafe,,,,,,화이트스튜디오,,,,,
"POINT (127.485028782254 34.9554486957387)","4792524668",,,,cafe,,,,,,망고식스 순천중앙점,,,,,
"POINT (127.490996482253 34.9474186957394)","4800381026",,,,cafe,,,,,,던킨도너츠,,,,,
"POINT (127.498448282252 34.9472473957395)","5901141986",,,,cafe,,,,,,,,,,,
"POINT (127.487957882254 34.9501222957392)","5901138885",,,,cafe,,,,,,,,,,,
"POINT (127.485957482254 34.9515880957391)","5901154686",,,,cafe,,,,,,,,,,,
"POINT (127.488692582253 34.9509144957391)","5901139085",,,,cafe,,,,,,,,,,,
"POINT (127.488896082253 34.9516080957391)","5901138886",,,,cafe,,,,,,,,,,,
"POINT (127.500433382252 34.9497771957392)","6326959621",,,,cafe,,,,,,기적소리,,,,,
"POINT (127.518302582249 34.9513033957391)","4797476593",,,,cafe,,,,,,HOLLYS COFFEE,,,,,
"POINT (127.525344682248 34.9682684957376)","6239844499",,,,cafe,,,,,,스모킹카페 순천점,,,,,
"POINT (127.544107382246 34.9357748957405)","4634108632",,,,cafe,,,,,,Sindae cafe,,,,,
"POINT (127.545481482246 34.9356951957405)","4634071600",,,,cafe,,,,,,빽다방,,,,,
"POINT (127.543420182246 34.9645223957379)","368846751",,,,cafe,,,,,,던킨도너츠성가롤로병원점,,,,,
"POINT (127.579634582241 34.9666367957378)","4631434897",,,,cafe,,,,,,커피베리,,,,,
"POINT (127.575951582241 34.9761222957369)","4634813706",,,,cafe,,,,,,코코 베르나,,,,,
"POINT (127.58241338224 34.9787470957367)","4631429813",,,,cafe,,,,,,데일리 에스프레소,,,,,
"POINT (127.58338698224 34.9790942957367)","4631429736",,,,cafe,,,,,,케냐,,,,,
"POINT (127.588764482239 34.9705837957374)","4634877662",,,,cafe,,,,,,마리웨일마카롱 광양점,,,,,
"POINT (127.58835568224 34.9804511957365)","4658688357",,,,cafe,,,,,,푸른동산,,,,,
"POINT (127.309847182278 35.0919593957269)","4643619309",,,,cafe,,,,,,,,,,,
"POINT (127.309989682278 35.0924009957268)","4643619308",,,,cafe,,,,,,,,,,,
"POINT (127.700465282224 34.9440435957397)","4636700567",,,,cafe,,,,,,투썸플레이스,,,,,
"POINT (127.735372082219 35.0610292957295)","4719680202",,,70-11,cafe,,,,,,Cafe7011,,,,,
"POINT (127.741664182218 35.0585078957298)","4694425183",,,,cafe,,,,,,산마루그리워,,,,,
"POINT (127.749694482217 35.0677925957289)","4634425484",,,,cafe,,,,,,커피베이,,,,,
"POINT (128.388649482128 34.7906298957531)","6690166712",,,"1469",cafe,,,,,,,"Lee, Hun-Jin",,,,
"POINT (128.66318718209 34.7408342957575)","4733181776",,,"121",cafe,,,,,,엔제리너스커피,,,,,
"POINT (128.640676682093 34.7748818957545)","4728933352",,,"3",cafe,,,,,,문리버,,,,,
"POINT (128.643875782093 34.7776690957543)","4727846964",,,"2",cafe,카페베네,,,,,카페베네,Caffe Bene,,,,
"POINT (128.075926782172 34.9338874957406)","5250727885",,,,cafe,,,,,,황토마당,,,,,
"POINT (128.08551688217 34.9358260957404)","5273470891",,,,cafe,,,,,,지니카페,,,,,
"POINT (128.082190782171 34.9366294957404)","5245347412",,,,cafe,,,,,,봉봉카페,,,,,
"POINT (128.08583998217 34.9372152957403)","5276875620",,,,cafe,,,,,,울림마당,,,,,
"POINT (128.08587648217 34.9391577957401)","5273578308",,,,cafe,,,,,,모아카페,,,,,
"POINT (128.08610938217 34.9394248957401)","5273578304",,,,cafe,,,,,,킵슬로우카페,,,,,
"POINT (128.08600538217 34.9403082957401)","5279310354",,,,cafe,,,,,,카페그리스,,,,,
"POINT (128.08638498217 34.94072309574)","5282003202",,,,cafe,,,,,,할리스커피,,,,,
"POINT (128.08640458217 34.94115029574)","5281706473",,,,cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (128.062857982174 34.9701639957374)","4647655766",,,,cafe,,,,,,정미소,,,,,
"POINT (128.148154082162 34.9078008957429)","707360851",,,,cafe,,,,,,,,,,,
"POINT (128.012671682181 35.0749256957283)","6699746538",,,,cafe,,,,,,할리스 커피,,,,,
"POINT (128.168643182159 35.1473203957221)","4646682657",,,,cafe,,,,,,꿈,,,,,
"POINT (128.363489582132 34.8314548957496)","6685676585",,,"1188",cafe,,,,,,카페 안트워프,,,,,
"POINT (128.414896282125 34.8227774957503)","6673516486",,,"98",cafe,,,,,,삼십분,,,,,
"POINT (128.420311182124 34.8419856957486)","5510010521",,,,cafe,,,,,,,,,,,
"POINT (128.424141082123 34.8421813957486)","6690142690",,,"303",cafe,,,,,,카페 바다봄,,,,,
"POINT (128.426552682123 34.8453762957484)","6679542286",,,,cafe,,,,,,포지티브즈통영,,,,,
"POINT (128.557350182105 34.8354224957492)","4929681327",,,"3960",cafe,,,,,,워닉커피,,,,,
"POINT (128.5899058821 34.849635595748)","4844787594",,,"57",cafe,,,,,,커피마마,,,,,
"POINT (128.5901344821 34.8499260957479)","4829731664",,,33-1,cafe,,,,,,부띠크,,,,,
"POINT (128.622041082096 34.8776841957455)","4535227566",,,,cafe,,,,,,Yellow Elephant Cafe,,,,,
"POINT (128.608632582097 34.8870973957447)","4839912621",,,,cafe,,,,,,,,,,,
"POINT (128.610413682097 34.8921989957442)","3277876005",,,,cafe,,,,,,망고식스,,,,,
"POINT (128.616171382096 34.8909680957444)","929836239",,,,cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (128.616696482096 34.8911515957443)","4839885224",,,,cafe,,,,,,,,,,,
"POINT (128.620596682096 34.8829141957451)","4533448498",,,,cafe,,,,,,A Twosome Place,,,,,
"POINT (128.621218682096 34.8898389957445)","3276832382",,,,cafe,,,,,,망고식스,,,,,
"POINT (128.621650082096 34.8901492957444)","4910906721",,,,cafe,,,,,,,,,,,
"POINT (128.622102082096 34.8907617957444)","3981418069",,,,cafe,스타벅스,,,,,Starbucks,,,,,
"POINT (128.622069082096 34.8909407957444)","3981418114",,,"1938",cafe,,,,,,카페알프레도,,,,,
"POINT (128.623155382096 34.8889015957445)","4603589001",,,"1914",cafe,,,,,,더벤티,,,,,
"POINT (128.623992282095 34.8897111957445)","4605500689",,,,cafe,,,,,,엔제라너스,,,,,
"POINT (128.622979382096 34.8904131957444)","3981472026",,,1930-10,cafe,,,,,,검은아저씨,,,,,
"POINT (128.623215482095 34.8904906957444)","3276832344",,,1930-10,cafe,,,,,,생활커피,,,,,
"POINT (128.624155482095 34.8901103957444)","3983618013",,,"79",cafe,,,,,,빽다방,,,,,
"POINT (128.635382782094 34.8672283957464)","4676485757",,,"27",cafe,,,,,,투썸플레이스,,,,,
"POINT (128.649194382092 34.8624224957468)","4690124611",,,"13",cafe,,,,,,카페앤,,,,,
"POINT (128.657157982091 34.8592212957471)","5059534323",,,,cafe,,,,,,에버아뮤즈,,,,,
"POINT (128.65970358209 34.8573221957473)","4689883544",,,"107",cafe,,,,,,숲카페,,,,,
"POINT (128.657270082091 34.860218895747)","4689920856",,,81-18,cafe,,,,,,카페뉴문,,,,,
"POINT (128.628876082095 34.8745394957458)","4566238898",,,"28",cafe,,,,,,The Blooming Jay,,,,,
"POINT (128.628353282095 34.8780341957455)","4564857972",,,"1783",cafe,,,,,,Angel-in-us Coffee,,,,,
"POINT (128.636614382094 34.8909259957444)","4561279344",,,"6",cafe,,,,,,별누리아기카페,,,,,
"POINT (128.643575082093 34.8868653957447)","4563012461",,,5-7,cafe,,,,,,모래나무,,,,,
"POINT (128.643407782093 34.8869659957447)","4563012452",,,"83",cafe,,,,,,SUGAR,,,,,
"POINT (128.643049282093 34.8905987957444)","5768664937",,,"428",cafe,,,,,,Love Tree Cafe,,,,,
"POINT (128.642940782093 34.8912417957443)","4553682479",,,440-3,cafe,,,,,,Cafe DROPTOP,,,,,
"POINT (128.641833182093 34.8921393957442)","4553682407",,,,cafe,,,,,,Holly's Coffee,,,,,
"POINT (128.609654282097 34.8927141957442)","3277876004",,,,cafe,,,,,,카페머드,,,,,
"POINT (128.626503182095 34.8935770957441)","4551737141",,,"35",cafe,,,,,,Cafe DROPTOP,,,,,
"POINT (128.626067482095 34.8958745957439)","4634201458",,,"48",cafe,,,,,,chouchoubonbon Kid's Cafe,,,,,
"POINT (128.619427282096 34.9139050957424)","4750197716",,,"454",cafe,,,,,,Chul's Green Bean,,,,,
"POINT (128.640888082093 34.8926274957442)","4554994879",,,"458",cafe,,,,,,올댓독,,,,,
"POINT (128.643051682093 34.894528495744)","4839901724",,,,cafe,,,,,,,,,,,
"POINT (128.644888382093 34.9803781957366)","4984185001",,,"42",cafe,,,,,,그리다풍경,,,,,
"POINT (128.646052882092 34.9804964957365)","4984185039",,,"32",cafe,,,,,,베토벤,,,,,
"POINT (128.646382882092 34.9804895957366)","4395574590",,,,cafe,,,,,,카페테라스,,,,,
"POINT (128.547609582106 35.0974015957264)","5616481621",,,1058-31,cafe,,,,,,TONTON CAFÉ 통통,Heesung,,,,
"POINT (128.605269082098 35.0686302957289)","6050477385",,,,cafe,,,,,,세미나리움,,,,,
"POINT (128.673979982088 34.7386932957577)","4733412589",,,"267",cafe,,,,,,카페매튜스,,,,,
"POINT (128.694871882086 34.8056483957518)","4469551492",,,"34",cafe,,,,,,Best Beans Coffee,,,,,
"POINT (128.705750782084 34.8136384957511)","4719666673",,,"24",cafe,,,,,,블랑블루카페,,,,,
"POINT (128.707186182084 34.8138135957511)","4719573045",,,"10",cafe,,,,,,요거프레소,,,,,
"POINT (128.707966782084 34.8137189957511)","6315617586",,,,cafe,,,,,,카페 코타비,"English, Espanol, japanese",,,,
"POINT (128.701293582085 34.8337281957494)","4714176790",,,,cafe,,,,,,카페알프레도,,,,,
"POINT (128.700868982085 34.8427721957486)","4469659291",,,17-3,cafe,,,,,,dal.comm coffee,,,,,
"POINT (128.700715182085 34.8434130957485)","4703204650",,,,cafe,,,,,,투썸플레이스,,,,,
"POINT (128.703183782084 34.8434520957485)","4679654129",,,"2660",cafe,스타벅스,,,,,Starbucks,,,,,
"POINT (128.686465682087 34.8671073957464)","4613669787",,,"54",cafe,,,,,,백설공주,,,,,
"POINT (128.686401482087 34.8673842957464)","4613669798",,,"41",cafe,,,,,,A Twosome Place,,,,,
"POINT (128.682933782087 34.8684273957463)","4615534864",,,"77",cafe,,,,,,Yogerpresso,,,,,
"POINT (128.683712382087 34.8682090957464)","4613841970",,,"69",cafe,,,,,,Paris Baguette Cafe,,,,,
"POINT (128.689383582086 34.8667454957465)","4611458776",,,"30",cafe,카페베네,,,,,Caffe Bene,Caffe Bene,,,,
"POINT (128.689230082086 34.8672506957464)","4611106797",,,26-1,cafe,,,,,,이디야커피,,,,,
"POINT (128.690353382086 34.8669441957464)","4611428419",,,"21",cafe,,,,,,Yogerpresso,,,,,
"POINT (128.691722482086 34.8664848957465)","4611274931",,,20-1,cafe,,,,,,Angel-in-us,,,,,
"POINT (128.690439882086 34.8736503957459)","4603470415",,,"12",cafe,,,,,,Paris Baguette Cafe,,,,,
"POINT (128.693622282086 34.8885026957446)","4578503120",,,,cafe,,,,,,Caramella,,,,,
"POINT (128.693667882086 34.8887190957446)","4578503109",,,"25",cafe,,,,,,Cafe Phillos,,,,,
"POINT (128.693714182086 34.8889357957445)","4578503104",,,"27",cafe,,,,,,이디야커피,,,,,
"POINT (128.691464382086 34.8906750957444)","4579127798",,,"179",cafe,,,,,,모래장난키즈까페,,,,,
"POINT (128.691942582086 34.8920473957443)","4580766846",,,"5",cafe,,,,,,티아모커피,,,,,
"POINT (128.694289382086 34.8881020957446)","4264185491",,,,cafe,,,,,,cafe Promenade,,,,,
"POINT (128.693884782086 34.8882653957446)","5601047721",,,,cafe,,,,,,,,,,,
"POINT (128.694519182086 34.8891392957445)","4264185269",,,"8",cafe,,,,,,탐엔탐스커피,,,,,
"POINT (128.694418682086 34.8896954957445)","4003569275",,,,cafe,,,,,,카페소사이어티 (Cafe Society),,,,,
"POINT (128.694622182086 34.8894710957445)","5579923225",,,"145",cafe,,,,,,iHouse,,,,,
"POINT (128.694180082086 34.8905532957444)","4578468510",,,"47",cafe,,,,,,Cafe Icebean,,,,,
"POINT (128.695117282086 34.8920927957443)","4006838534",,,"4",cafe,,,,,,크리스탈 (crystal),,,,,
"POINT (128.695903182085 34.8922995957442)","4015853310",,,"32",cafe,,,,,,Audrey Hepburn Cafe,,,,,
"POINT (128.721309482082 34.8658202957466)","4658943025",,,"3063",cafe,,,,,,애빈하우스,,,,,
"POINT (128.725959882081 34.8671662957464)","4674049556",,,146-13,cafe,,,,,,The Wain-ing Coffee,,,,,
"POINT (128.725946582081 34.8673287957464)","4674049564",,,"8",cafe,,,,,,올레,,,,,
"POINT (128.725560282081 34.8677209957464)","4674049528",,,,cafe,,,,,,Caffe Tiamo,,,,,
"POINT (128.726332182081 34.8671730957465)","4674049576",,,146-17,cafe,,,,,,Caffe Pascucci,,,,,
"POINT (128.726496282081 34.8673450957464)","4674049581",,,"12",cafe,,,,,,Angel-in-Us Coffee,,,,,
"POINT (128.726949582081 34.8671996957464)","4674057405",,,146-23,cafe,카페베네,,,,,Caffe Bene,Caffe Bene,,,,
"POINT (128.73182358208 34.8756268957457)","4678060117",,,134-1,cafe,,,,,,CoffeeMama,,,,,
"POINT (128.73179908208 34.8759861957457)","4682878962",,,"140",cafe,,,,,,Yogerpresso,,,,,
"POINT (128.691169282086 34.8932747957442)","4576678820",,,"208",cafe,,,,,,더벤티,,,,,
"POINT (128.691759182086 34.8935981957441)","4001971453",,,"38",cafe,스타벅스,,,,,Starbucks,,,,,
"POINT (128.693352082086 34.8941443957441)","4574406606",,,"53",cafe,,,,,,Angel-in-Us Cafe,,,,,
"POINT (128.690064982086 34.895520395744)","4590225815",,,"6",cafe,,,,,,뉴키즈&블럭카페,,,,,
"POINT (128.694961882085 34.8943925957441)","4588399986",,,"69",cafe,,,,,,A Twosome Place,,,,,
"POINT (128.694668082086 34.8984451957437)","5601047821",,,,cafe,,,,,,,,,,,
"POINT (128.703217182084 34.9090743957428)","4698385647",,,"297",cafe,,,,,,Angel-in-us Coffee,,,,,
"POINT (128.708153582084 34.9124397957425)","4698676517",,,"6",cafe,,,,,,올레카페,,,,,
"POINT (128.710756782083 34.9118558957425)","4698779289",,,,cafe,,,,,,Cafe Amo te,,,,,
"POINT (128.711558882083 34.9123832957425)","4700411981",,,"43",cafe,,,,,,Beans Coffee,,,,,
"POINT (128.712185182083 34.9355230957405)","5065485242",,,823-7,cafe,,,,,,카페나무,,,,,
"POINT (128.709111382084 35.0173644957333)","5535073673",,,,cafe,,,,,,Occasional restaurant,,,,,
"POINT (128.684654582087 35.1472527957221)","4677879297",,,,cafe,,,,,,진해루 카페,,,,,
"POINT (128.772119382075 35.0992931957262)","5893788185",,,,cafe,,,,,,흰둘메공원 남문휴게소,,,,,
"POINT (128.903294982057 35.0841042957275)","6122180521",,,,cafe,스타벅스,,,,,Starbucks,,,,,
"POINT (128.94742328205 35.1105327957252)","5628622315",,,,cafe,,,,,,,,,,,
"POINT (128.94784648205 35.1108011957252)","5458371031",,,,cafe,,,,,,고우니 도시락 cafe,,,,,
"POINT (128.94682588205 35.1109419957252)","5458337042",,,,cafe,,,,,,카페 숲,,,,,
"POINT (128.962197282048 35.0952271957265)","4469787199",,,,cafe,,,,,,,,,,,
"POINT (128.965964382048 35.1064730957256)","3785356880",,,,cafe,스타벅스,,,,,Starbucks Coffee,,,,,
"POINT (129.01965678204 35.0778072957281)","4638816174",,,,cafe,,,,,,Twosome Place,,,,,
"POINT (128.994109982044 35.0983219957263)","6469441420",,,,cafe,,,,,,스타벅스 부산괴정역점,,,,,
"POINT (128.993110482044 35.0997853957262)","4631200261",,,,cafe,,,,,,투썸 플레이스 괴정점,,,,,
"POINT (129.008934682042 35.0956754957265)","6831876185",,,,cafe,,,,,,Green House,,,,,
"POINT (129.007859582042 35.0974391957264)","6105657985",,,,cafe,,,,,,,,,,,
"POINT (129.008244782042 35.0976701957264)","6105657886",,,,cafe,,,,,,,,,,,
"POINT (129.009931482042 35.0970502957264)","3859163079",,,,cafe,,,,,,,,,,,
"POINT (129.009712482042 35.0981837957263)","6105657885",,,,cafe,,,,,,,,,,,
"POINT (129.009783082042 35.0987458957262)","6950245985",,,,cafe,,,,,,,,,,,
"POINT (129.02032508204 35.1039865957258)","938514856",,,,cafe,,,,,,,,,,,
"POINT (129.02038908204 35.1050223957257)","941041857",,,,cafe,,,,,,paris,,,,,
"POINT (128.977762982046 35.136812195723)","4634307287",,,"84",cafe,,,,,,무학 아파트,,,,,
"POINT (128.977105382046 35.1375688957229)","4634326716",,,"84",cafe,카페베네,,,,,카페베네,Caffe Bene,,,,
"POINT (128.990478182044 35.1537534957215)","6471582486",,,,cafe,,,,,,이화수육개장,,,,,
"POINT (129.081157882032 35.0623301957294)","5036232121",,,,cafe,,,,,,,,,,,
"POINT (129.080963082032 35.0633633957293)","3785255102",,,,cafe,,,,,,Angel-in-us Coffee,,,,,
"POINT (129.081031982032 35.0654463957292)","4541392474",,,,cafe,,,,,,Pascucci,,,,,
"POINT (129.081327282032 35.0630369957294)","3785255115",,,,cafe,,,,,,TomnToms Coffee,,,,,
"POINT (129.043668982037 35.0800980957279)","6354241386",,,193 1층,cafe,,,,,,타르틀레트,,,,,
"POINT (129.039239482038 35.0890584957271)","4631268537",,,,cafe,,,,,,커피미미,,,,,
"POINT (129.064539182034 35.078914595728)","4642072492",,,,cafe,,,,,,,,,,,
"POINT (129.026261482039 35.0994432957262)","4529669889",,,,cafe,,,,,,,,,,,
"POINT (129.027614082039 35.0986595957263)","5588606263",,,"20",cafe,,,,,,티앤북스 남포점,,,,,
"POINT (129.028527182039 35.0989804957262)","4529815798",,,,cafe,,,,,,클라우드밤,,,,,
"POINT (129.032186882039 35.0974829957264)","5872910785",,,,cafe,,,,,,,,,,,
"POINT (129.032154282039 35.0976403957264)","5898170386",,,,cafe,,,,,,,,,,,
"POINT (129.033275582038 35.0977337957263)","5895914585",,,,cafe,,,,,,,,,,,
"POINT (129.033791482038 35.0977149957264)","5895892689",,,,cafe,,,,,,,,,,,
"POINT (129.033445882038 35.0980388957263)","4438709389",,,,cafe,,,,,,EDIYA COFFEE,,,,,
"POINT (129.034036882038 35.0981568957263)","5895892690",,,,cafe,,,,,,,,,,,
"POINT (129.029282082039 35.0991919957263)","6259092685",,,,cafe,,,,,,,,,,,
"POINT (129.029123182039 35.0993420957262)","6259092486",,,,cafe,,,,,,,,,,,
"POINT (129.029571682039 35.0993710957262)","6316239285",,,,cafe,,,,,,,,,,,
"POINT (129.030315582039 35.0988755957263)","5895914586",,,,cafe,,,,,,,,,,,
"POINT (129.030538982039 35.0992029957262)","900137460",,,,cafe,,,,,,Paris Baguette,,,,,
"POINT (129.031257682039 35.0996826957262)","5758468123",,,,cafe,,,,,,,,,,,
"POINT (129.031223582039 35.1000793957261)","6865371385",,,,cafe,,,,,,,,,,,
"POINT (129.031762482039 35.0986519957263)","6263652291",,,,cafe,,,,,,,,,,,
"POINT (129.032477682039 35.0987864957263)","5863654785",,,,cafe,,,,,,오설록티하우스 광복점,,,,,
"POINT (129.032528882039 35.0988958957263)","6082849786",,,,cafe,,,,,,,,,,,
"POINT (129.032487182039 35.0990523957263)","6082849987",,,,cafe,,,,,,,,,,,
"POINT (129.031727782039 35.0999039957262)","6105658485",,,,cafe,,,,,,,,,,,
"POINT (129.033059882038 35.0987694957263)","6269571992",,,,cafe,,,,,,쁘띠갸또,,,,,
"POINT (129.034662682038 35.0926012957268)","5872911085",,,,cafe,,,,,,,,,,,
"POINT (129.034637382038 35.0985537957263)","1114336657",,,,cafe,,,,,,Caffé Pascucci,,,,,
"POINT (129.035475982038 35.0982637957263)","5893744485",,,,cafe,스타벅스,,,,,,,,,,
"POINT (129.034824582038 35.0989091957262)","4467657936",,,,cafe,,,,,,,,,,,
"POINT (129.035509982038 35.0991893957262)","5893923487",,,,cafe,,,,,,,,,,,
"POINT (129.035317582038 35.0998632957262)","5893923488",,,,cafe,,,,,,,,,,,
"POINT (129.036663282038 35.0996504957262)","5887410986",,,,cafe,,,,,,,,,,,
"POINT (129.035130082038 35.0999994957262)","4467658200",,,,cafe,,,,,,,,,,,
"POINT (129.034581882038 35.1010765957261)","5895892789",,,,cafe,,,,,,,,,,,
"POINT (129.034713382038 35.1010137957261)","4470911893",,,,cafe,,,,,,탐앤탐스,,,,,
"POINT (129.035936282038 35.1000743957261)","5895910187",,,,cafe,,,,,,,,,,,
"POINT (129.026034782039 35.102229095726)","5880851886",,,,cafe,,,,,,,,,,,
"POINT (129.026100682039 35.1038197957258)","5880860485",,,,cafe,,,,,,,,,,,
"POINT (129.025939682039 35.1040221957258)","5880851887",,,,cafe,,,,,,,,,,,
"POINT (129.028876082039 35.101415995726)","5796167653",,,,cafe,,,,,,,,,,,
"POINT (129.02398688204 35.1054257957257)","4467282291",,,,cafe,,,,,,,,,,,
